total_transactions,sent_received_ratio,transaction_density,value_range_sent,value_range_received,avg_value_ratio,total_ether_moved,balance_ratio,fan_in,fan_out,fan_in_out_ratio,unique_address_ratio,is_hub,active_lifespan_hours,avg_time_between_sent,avg_time_between_received,time_regularity,is_short_lived,contract_interaction_rate,contract_value_ratio,created_contracts_flag,erc20_activity_rate,erc20_sent_received_ratio,erc20_unique_tokens_sent,erc20_unique_tokens_received,erc20_token_diversity,erc20_avg_value_ratio,high_value_low_frequency,rapid_drain_indicator,dormancy_score,anomaly_score,FLAG
111,0.10999999999889999,0.00025036521744151467,2.0,0.110666,9.080356960666995,9.962167426,0.0005760696195936357,3,8,0.374999999953125,0.09909909909820631,1,7389.205333333333,14354.08,2854.57,5.028456124738566,0,0.0,0.0,0,0.10810810810810811,0.34119759502129576,1.0,7.0,8.0,3.7531735324539093,7.500315025534647,0.9988485238905731,9.753225551985421,0.17308847032648678,0
3,0.49999999975,0.00018857013551907073,0.0,2.069455,1.999450396284404,5.188495546,0.0001376186976613589,1,1,0.9999999989999999,0.6666666664444444,0,265.15333333333336,0.0,155.33,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.529267006001213,0.999724800091915,5.051969157589233,0.17342861656493747,0
32,9.666666663444444,0.0031851032719968707,5.007795,5.548220000000001,0.10297061277673056,23.649462,0.002314555823624463,1,11,0.09090909090082644,0.3749999999882813,1,167.44616666666667,327.65,181.64,1.8038427659006617,0,0.0,0.0,0,0.1875,1.0,3.0,3.0,6.0,1.0,4.857650435616613,0.9953815778642281,6.234979191562023,0.16960938974980394,0
6,0.9999999996666666,0.01814717357771527,100.174678,44.96184,0.9999848514555961,201.9984698,7.575394019110657e-06,3,3,0.9999999996666666,0.9999999998333333,1,5.5104999999999995,110.2,0.01,11019.99889800011,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.526272378404695,0.9999848494950496,4.71142030583075,0.15929094945275774,0
3,1.9999999979999998,0.009184142048063677,99.542986,0.0,0.4999951287079208,201.9990158,4.872390076244756e-06,1,2,0.49999999975,0.9999999996666666,0,5.444166666666666,163.32,0.0,163319999999.99997,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.612422306849922,0.9999902554356436,5.1018157461802485,0.16639187629760424,0
43,0.0,0.0001475253649280059,0.0,1.001349,0.0,31.79330035,0.9999999999685468,4,0,3999999999.9999995,0.09302325581179016,0,4857.921666666666,0.0,6778.5,0.0,0,0.023255813953488372,0.0,1,0.046511627906976744,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.821658631902364,0.641639807888777,0
393,1.5192307692210307,0.0003829504720215362,355.0,250.00461600000003,0.6725854132563848,6507.6960899999995,-0.010788565639670063,34,101,0.3366336633630036,0.3435114503808053,1,17104.0395,2105.92,3379.09,0.6232210447189559,0,0.0,0.0,0,0.4173027989821883,1.014978355564628,22.0,53.0,75.0,1.5070890718675496,10.497894088386378,1.0218124562615774,8.609956494317615,0.18053139650700886,0
2,0.9999999989999999,0.03611412062116287,0.0,0.0,0.9999587775439188,50.79655726,2.0610786566116772e-05,1,1,0.9999999989999999,0.9999999995,0,0.923,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.55715302527419,0.9999587791189748,0.0,0.14505164663508652,0
3,1.9999999979999998,0.009474182851729039,100.79901600000001,0.0,0.4999951287079208,201.9990158,4.872390076244756e-06,1,2,0.49999999975,0.9999999996666666,0,5.2775,158.33,0.0,158330000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.581335854236308,0.9999902554356436,5.0709775231024175,0.16616215069267026,0
4,0.9999999995,0.012080942313500452,100.996974,93.54622,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.5183333333333335,163.54,2.01,81.3631840391228,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.338328378891942,0.9999898395940595,5.1152955646396885,0.16409733967667417,0
115,1.0909090908892562,7.454167145839976e-05,312.073643,222.706943,0.9166371895666314,8497.904211000001,1.6082829084266775e-05,5,3,1.6666666661111111,0.06956521739069943,1,25712.686999999998,2283.6,25559.0,0.08934621855314803,0,0.0,0.0,0,0.16521739130434782,0.9998566182021699,1.0,2.0,3.0,1.3748028501857261,13.764206907846507,0.9999678347038106,10.234358416433322,0.17359965163152657,0
2,0.9999999989999999,0.2173913043478261,0.0,0.0,0.9997019492489123,4.1597518,0.0001490473541837166,1,1,0.9999999989999999,0.9999999995,0,0.15333333333333332,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.357641635292927,0.9997019492345842,0.0,0.225175563863509,0
5,0.6666666664444444,0.0019252613542288365,33.781944,28.592406,1.5074873267134763,68.1143854,-0.0024895357566789475,2,2,0.9999999995,0.79999999984,0,43.28416666666667,972.41,217.41,4.472701347663526,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.090186337639839,1.0049914980556827,7.082397424432222,0.17379792929229468,0
119,0.0,0.0006146422134102844,0.0,1.01783,0.0,81.76654211,0.99999999998777,5,0,5000000000.0,0.04201680672233599,0,3226.8095000000003,0.0,1626.96,0.0,0,0.008403361344537815,0.0,1,0.008403361344537815,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.3950829762360675,0.6401556178867095,0
228,0.04109589041077125,0.0002300815756244636,41.0,26.388342,23.196546304843164,199.16714536,0.023917714085652558,5,6,0.8333333331944445,0.048245614034876115,1,16515.881333333335,14915.69,3911.93,3.812872418472771,0,0.0,0.0,0,0.07456140350877193,0.03994668409072198,3.0,14.0,17.0,0.1864178608392999,10.756657874463043,0.953281960510427,9.843133331658064,0.1576019418617744,0
172,0.8901098901001087,0.0005767728799513982,291.56,291.79,1.1262026483499172,2805.40538,-0.0012205447545690453,16,1,15.999999983999999,0.09883720930175095,1,4970.182833333333,2.58,3274.75,0.0007878464004883464,0,0.0,0.0,0,0.005813953488372093,0.0,0.0,1.0,1.0,0.0,10.311020331827367,1.0024440720216963,8.095089425377715,0.17402318045956727,0
4,0.9999999995,0.012235035022787753,90.656122,89.30790400000001,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.448833333333334,163.45,0.02,8172.49959137502,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.325657066721858,0.9999898395940595,5.102728182753178,0.1639752911910487,0
23,1.29999999987,7.153372378098527e-05,0.22,0.181665,0.8111810028100294,1.694924308,-0.026543479116506077,2,8,0.24999999996875,0.43478260867674856,1,5358.777833333333,7615.41,22252.64,0.34222501240300734,0,0.0,0.0,0,0.4782608695652174,0.5145226091964612,2.0,5.0,7.0,2.315351935992826,6.84213856388635,1.0545344921750202,10.304578106218276,0.1912418412030894,0
5,1.49999999925,0.06828735318219066,53.540447000000015,67.90426599999998,0.6666564158283831,201.998446,7.69312849066278e-06,2,3,0.6666666664444444,0.9999999998,0,1.2203333333333333,24.18,0.33,73.2727270506887,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.202549846511177,0.9999846138514853,3.23907053215372,0.11957755180142016,0
140,0.9999999999857142,0.00022237816932572718,2.800398,2.7993900000000003,0.9973915295941602,34.46565747,0.00130657809263876,2,1,1.9999999979999998,0.02142857142841837,0,10492.636666666665,12.78,8980.9,0.0014230199645913636,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.009045865969155,0.9973902537678827,9.104388570432194,0.17262546260577616,0
4,2.9999999969999998,0.04013243704223939,47.856943,0.0,0.3333283465313531,201.998488,7.485204542682097e-06,1,3,0.3333333332222222,0.99999999975,0,1.6611666666666667,33.22,0.0,33219999999.999996,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.733254971104314,0.9999850296930693,3.5328102684640474,0.1418776734130151,0
1992,1.2281879194617134,0.0776502837041992,14.198599000000002,12.90893,0.8136389792903811,1381.6502507,0.0003497425450144351,1,738,0.0013550135501336654,0.37098393574278565,1,427.558,2.63,25.46,0.10329929300458368,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2082456760613374,0.9993007594265257,3.3703944725071104,0.1143609793953865,0
33,0.7368421052243768,0.00020847807028654932,0.7505700000000001,0.7505749999999999,1.3558588850676894,24.6648106,0.00047353609111137733,2,1,1.9999999979999998,0.0909090909063361,0,2638.1671666666666,1714.67,7067.61,0.2426095950398731,0,0.0,0.0,0,0.030303030303030304,0.0,0.0,1.0,1.0,0.0,8.348608098960566,0.9990533758353375,9.080605193176702,0.17318974556344258,0
2,0.9999999989999999,0.007830853563038372,0.0,0.0,0.9996899995001549,3.99938,0.00015502402868569027,1,1,0.9999999989999999,0.9999999995,0,4.256666666666667,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.546429759207346,0.9996899995001549,0.0,0.1673640180218513,0
27,0.588235294083045,0.00010408561080038557,242.541833,109.369171,1.699990741949425,1763.1587974,2.7170689373309215e-06,2,3,0.6666666664444444,0.18518518517832647,0,4323.364166666667,9789.1,9500.64,1.0303621650750865,0,0.0,0.0,0,0.037037037037037035,0.0,0.0,1.0,1.0,0.0,13.649415646068578,0.9999945659029796,9.867380467009493,0.1735851284881299,0
2,0.9999999989999999,0.15408320493066255,0.0,0.0,0.9999718181363648,43.99938,1.4091107647105684e-05,1,1,0.9999999989999999,0.9999999995,0,0.21633333333333335,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.968256360907598,0.9999718181363648,0.0,0.17512228120212558,0
561,2.506249999984336,0.0005708512368799612,19.0,28.999706,0.4300937528507006,1006.7683446000001,-0.03750012926256888,60,165,0.3636363636341598,0.4010695187158626,1,16379.048333333334,1819.56,1581.87,1.1502588708293664,0,0.0,0.0,0,0.7486631016042781,0.9655771823207105,83.0,111.0,194.0,1.3518080546035964,7.733024787067632,1.0779223568536942,8.132245161205983,0.1981233311102034,0
4,2.9999999969999998,0.5284015852047556,418.240306,0.0,0.33333221971139504,846.4863385,1.6715083701239538e-06,1,3,0.3333333332222222,0.99999999975,0,0.12616666666666668,2.52,0.0,2520000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.590970014834146,0.9999966570077493,1.2584609896100056,0.47160783664867445,0
126,0.0,0.0005555947509524482,0.0,1.0596219999999998,0.0,51.6258967,0.9999999999806299,3,0,3000000000.0,0.023809523809334845,0,3779.733333333333,0.0,1799.87,0.0,0,0.007936507936507936,0.0,1,0.015873015873015872,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.4960251604496575,0.6424308103166116,0
2,0.9999999989999999,0.25412960609911056,0.0,0.0,0.9993799990006199,1.99938,0.00031009612964514195,1,1,0.9999999989999999,0.9999999995,0,0.13116666666666668,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5958581807406813,0.9993799990006199,0.0,0.2541670198365143,0
3,1.9999999979999998,0.06469700237222342,74.81297599999999,0.0,0.49999480197524754,201.99894999999998,5.198046821504775e-06,1,2,0.49999999975,0.9999999996666666,0,0.7728333333333333,23.18,0.0,23180000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.6612836566024285,0.9999896039504951,3.1855258451866466,0.12242293127038706,0
2904,0.9398797595184103,0.0036464367695433126,8.049133999999999,0.16089900000000001,1.0596853623131866,293.264001,0.0020151160898810245,1,3,0.3333333332222222,0.0013774104683190848,0,13273.231666666667,15.31,517.6,0.029578825347701742,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.385157131389953,0.9959778729140809,6.280227285430004,0.16944286849832002,0
324,0.0,0.00853883867050282,0.0,10000.0,0.0,115572.2429,0.9999999999999913,228,0,228000000000.0,0.7037037037015318,1,632.4045,0.0,117.11,0.0,0,0.0030864197530864196,0.0,1,0.7376543209876543,4.210809168999999e+16,1.0,0.0,1.0,176184484100000.0,0.0,0.0,4.771616393623756,0.8635650889904971,0
2,0.9999999989999999,0.011109876680368847,0.0,0.0,0.9804029771391657,0.22232454000000001,0.00989544379628338,1,1,0.9999999989999999,0.9999999995,0,3.0003333333333333,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3893754206482156,0.9804030242716184,0.0,0.15829768118059795,0
3,1.9999999979999998,7.794363895467188e-05,2.99,0.0,0.43885492539981436,14.99669434,0.06512730857824983,1,2,0.49999999975,0.9999999996666666,0,641.4891666666666,19244.67,0.0,19244669999999.996,0,0.0,0.0,0,2.0,0.0,0.0,6.0,6.0,0.0,10.713724498630187,0.8777098134348147,9.865041379349309,0.13035266464225512,0
4,0.9999999995,0.012218590585575954,94.14497399999999,3.9667340000000024,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.456166666666666,162.66,1.02,159.47058807895039,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.327001690057935,0.9999898395940595,5.104004196901704,0.16398831593873436,0
5,1.49999999925,1.4632897762694316e-05,52.14906600000001,101.0,0.6963475445406665,206.49665199999998,-0.02177590753373679,2,3,0.6666666664444444,0.9999999998,0,5694.930333333334,22.72,170813.83,0.00013301030718648407,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.692237310581778,1.0445213069203512,12.048468383948801,0.18812047739921062,0
3,1.9999999979999998,0.009651578033008397,92.219906,0.0,0.49999293068811884,201.9985715,7.071861891820003e-06,1,2,0.49999999975,0.9999999996666666,0,5.180499999999999,155.42,0.0,155419999999.99997,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.562784049038585,0.9999858564257427,5.052544697173465,0.16602018477970437,0
1069,0.9944029850727717,0.0012095720896026564,117.162267,117.006485,1.0107744223196145,1786.5122542000004,-0.0025520562415840197,4,1,3.9999999959999997,0.004677268475206102,0,14729.727,36.79,1612.27,0.022818758644629733,0,0.0,0.0,0,0.0018709073900841909,0.0,0.0,2.0,2.0,0.0,7.237108378512102,1.005117171849644,7.408566929869849,0.17440631160059153,0
42,3.19999999968,4.219915129870701e-05,2.002,0.9969999999999999,0.28718698828568295,11.636179779999999,0.042211429287300734,6,23,0.26086956520604915,0.6904761904597506,1,16588.011333333336,28793.99,7387.31,3.897763868038041,0,0.0,0.0,0,3.0238095238095237,0.37565043245544566,15.0,52.0,67.0,1.8961402775612446,8.325439092432921,0.918996418224612,10.496325327962454,0.1456007936142764,0
140,0.0,0.0006996147920954722,0.0,1.87294,0.0,125.921517,0.9999999999920585,3,0,3000000000.0,0.02142857142841837,0,3335.1686666666665,0.0,1429.36,0.0,0,0.007142857142857143,0.0,1,0.014285714285714285,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.265681439822427,0.6423167398532336,0
32,0.7777777777345679,5.201484119958382e-05,0.434,0.30494200000000005,1.191375570818703,5.9270394799999995,0.0380846121784084,2,4,0.499999999875,0.18749999999414066,1,10253.483833333334,464.26,33817.19,0.013728520909040233,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.272708083100467,0.9266252251615276,10.44238884040288,0.14833388731323532,0
372,0.9787234042501133,0.0005793098280239354,9.348642,9.86,1.020989517709358,421.39064399999995,0.0003670959623859919,6,1,5.9999999939999995,0.018817204301024685,1,10702.390500000001,132.58,3285.9,0.04034815423474837,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.589287628264877,0.9992660775094444,8.137243771712741,0.1729667231260728,0
5,1.49999999925,0.015291922806373672,97.998428,29.645401999999997,0.6666562970165019,201.9984278,7.783318004577642e-06,2,2,0.9999999995,0.79999999984,0,5.4495000000000005,108.44,0.82,132.24390227775135,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.697377238833886,0.9999844336534655,4.702841213161538,0.1615523007827046,0
2,0.9999999989999999,0.0008509479560230096,0.0,0.0,0.9976169022946236,0.5197119720000001,0.001192968475251964,1,1,0.9999999989999999,0.9999999995,0,39.172000000000004,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.723610326886285,0.9976169021663849,0.0,0.1722030615371848,0
214,0.7258064516070499,0.00037973484996356677,12.14453,9.749409,1.3774364814407027,344.7576207000001,0.00012388955438650902,2,3,0.6666666664444444,0.023364485981199234,0,9392.518666666667,2754.97,2545.19,1.0824221374431446,0,0.0,0.0,0,0.009345794392523364,1.0,1.0,1.0,2.0,1.0,8.525993909597242,0.9997522513932761,8.575680943516652,0.1732863237046231,0
4,0.9999999995,0.0025852819896330192,2.0989999999999998,1.913812,1.0720146192695699,4.75281225,-0.034755791156119036,2,2,0.9999999995,0.99999999975,0,25.787,483.31,290.3,1.6648639338557876,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.166628389189093,1.072014502899261,6.652359676886295,0.19470512919256272,0
2,0.9999999989999999,7.67442421768934e-06,0.0,0.0,0.9985299966715667,0.599559,0.00073554062113063,1,1,0.9999999989999999,0.9999999995,0,4343.431166666666,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,4.0,4.0,0.0,10.57206872960353,0.9985299966715667,0.0,0.17317477823914745,0
153,0.0,0.0004791588901214442,0.0,3.438845,0.0,191.1084136,0.9999999999947674,5,0,5000000000.0,0.03267973856187791,0,5321.825500000001,0.0,2086.99,0.0,0,0.006535947712418301,0.0,1,0.013071895424836602,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.64395715971903,0.6402629268906689,0
2,0.9999999989999999,0.002963182457959849,0.0,0.0,0.9997933330000688,5.99938,0.00010334401219736972,1,1,0.9999999989999999,0.9999999995,0,11.249166666666667,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.920884140971186,0.9997933330000688,0.0,0.17125376036922085,0
115,0.0,0.0005070811233231433,0.0,0.333919,0.0,20.53671112,0.9999999999513067,3,0,3000000000.0,0.026086956521512286,0,3779.8028333333336,0.0,1972.07,0.0,0,0.008695652173913044,0.0,1,0.017391304347826087,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.587345984359294,0.642469235312906,0
2,0.9999999989999999,0.03849855630413859,0.0,0.0,0.9948338851891277,0.194614,0.002589741731891119,1,1,0.9999999989999999,0.9999999995,0,0.8658333333333333,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.258746051111607,0.9948338851891277,0.0,0.14145674950092718,0
5,0.2499999999375,0.0011546757439575817,0.0,0.843525,0.08694436787864898,1.769087243,0.9574525896021893,1,1,0.9999999989999999,0.39999999992,0,72.17033333333333,0.0,889.07,0.0,0,0.0,0.0,0,1.4,0.0,0.0,7.0,7.0,0.0,3.5143337184881087,0.021736112560921724,6.791300111318697,0.61704064527367,0
6,0.9999999996666666,2.2623233276302673e-05,10.999559,9.992,0.9995059044792322,22.010559,0.00024719953726540066,2,3,0.6666666664444444,0.8333333331944445,0,4420.234666666667,358.47,88046.23,0.004071383862772954,0,0.0,0.0,0,1.1666666666666667,0.00030303030303030303,1.0,2.0,3.0,0.0,11.996010810409679,0.999505723019667,11.38969172618502,0.17348727486796728,0
114,0.0,0.0005668409951341176,0.0,0.796678,0.0,39.15981527,0.9999999999744638,3,0,3000000000.0,0.02631578947345337,0,3351.9100000000003,0.0,1764.16,0.0,0,0.008771929824561403,0.0,1,0.008771929824561403,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.475996616816866,0.6424219027718696,0
9,1.9999999993333333,6.891796120761115e-05,0.114611,0.08446400000000011,0.48289135881754724,0.246634093,0.017409624640135925,2,4,0.499999999875,0.6666666665925925,1,2176.5008333333335,2796.41,37937.2,0.07371155488544032,0,0.0,0.0,0,0.6666666666666666,1.0,2.0,2.0,4.0,0.5000000110265476,5.683665853413995,0.9657765599937149,10.614833378622563,0.1620520055859297,0
23,0.9166666665902777,2.862158567815674e-05,299.79454000000004,299.800568,1.0908686529153806,2146.223263,1.8533707879198154e-05,8,1,7.999999991999999,0.39130434780907375,1,13393.155,793.95,66237.99,0.01198632386037058,0,0.0,0.0,0,0.13043478260869565,0.0,0.0,3.0,3.0,0.0,15.041718705610183,0.9999629337129153,11.112939419347919,0.1736343946603475,0
87,0.14473684210335871,0.00011196972009294568,4.641613,0.29375,4.127625624425994,25.27470903,0.2520192963720137,3,9,0.3333333332962963,0.1379310344811732,1,12949.929666666667,3092.91,9775.97,0.31637883504140085,0,0.0,0.0,0,0.1724137931034483,0.0,0.0,15.0,15.0,0.0,8.945787214344827,0.5974194690763989,9.46264497653738,0.14934571504799857,0
1664,0.992814371256296,0.0013246882353402905,2.306508,0.572442,1.006468705735041,1678.4698575,0.0003818049309232937,1,1,0.9999999989999999,0.0012019230769223547,0,20935.74366666667,29.37,1475.2,0.019909164858988672,0,0.0,0.0,0,0.001201923076923077,0.0,0.0,2.0,2.0,0.0,6.639774607972146,0.9992366815376001,7.3169268430215455,0.17236658016971365,0
4,2.9999999969999998,0.0585051923358198,57.789141,0.0,0.33332820791749174,201.998446,7.69312849066278e-06,1,3,0.3333333332222222,0.99999999975,0,1.1395000000000002,22.79,0.0,22789999999.999996,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.356868902035831,0.9999846138514853,3.1692653243148663,0.12732547136447628,0
3,0.49999999975,0.002239976106921526,0.0,0.10668299999999986,1.9936096618924435,4.1252622,0.0015998983042581152,2,1,1.9999999979999998,0.9999999996666666,0,22.321666666666665,0.0,663.87,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.8247579356998616,0.9968053140800266,6.499591532823639,0.1708326209576092,0
128,0.0,0.000400853592672246,0.0,0.605513,0.0,32.31976434,0.9999999999690593,5,0,5000000000.0,0.03906249999969483,0,5321.976333333334,0.0,2494.68,0.0,0,0.0078125,0.0,1,0.03125,0.0,0.0,4.0,4.0,0.0,0.0,0.0,7.822316516142133,0.6403249482567887,0
1149,0.8066037735836374,0.0013617675292162245,5.6603,3.989993,1.2382797155204959,1059.2393655,0.00059972443877172,5,1,4.999999995,0.005221932114877962,1,14062.605833333333,45.17,1290.23,0.035009261914515234,0,0.0,0.0,0,0.006962576153176675,0.0,0.0,8.0,8.0,0.0,6.631573519376352,0.9988012700923492,7.197734710482601,0.17219247817636657,0
9,0.0,0.00010187100821284067,0.0,25.2366,0.0,81.64279549999998,0.9999999999877515,4,0,3999999999.9999995,0.4444444443950617,0,1472.4503333333334,0.0,9816.34,0.0,0,0.1111111111111111,0.0,1,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.191905488891297,0.641675968243738,0
5,1.49999999925,0.38022813688212925,1366.056606,83.92122400000005,0.6666661949018825,4001.9985850000003,3.53550599768552e-07,2,3,0.6666666664444444,0.9999999998,0,0.21916666666666668,4.38,0.0,4380000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.470343076989403,0.9999992928530735,1.682688374173693,0.3542485522418791,0
5,1.49999999925,0.33112582781456956,1938.957563,979.077922,0.6666661949018825,4001.9985850000003,3.53550599768552e-07,2,3,0.6666666664444444,0.9999999998,0,0.25166666666666665,4.8,0.35,13.71428567510204,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.608542484324237,0.9999992928530735,1.8164520818184264,0.31535727380225975,0
831,0.9645390070899184,0.0009169676926681813,4.524493,1.0672220000000001,1.035473318532191,840.5795003000001,0.000623557608545425,1,1,0.9999999989999999,0.0024067388688298356,0,15104.130833333333,59.44,2085.1,0.028507026041902785,0,0.0,0.0,0,0.0024067388688327317,0.0,0.0,2.0,2.0,0.0,7.024381361817872,0.9987536620462919,7.671146547930592,0.17252895098408388,0
4,0.9999999995,0.012317925661318634,66.33322799999999,57.092839999999995,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.412166666666667,158.84,3.52,45.124999987180395,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.318906695404051,0.9999898395940595,5.095956354416355,0.1639096380076372,0
9999,0.0,0.11363963110250445,0.0,0.5,0.0,0.616895894,0.999999998378981,2710,0,2710000000000.0,0.2710271027102439,1,1466.4778333333334,0.0,8.8,0.0,0,0.00010001000100010001,0.0,1,0.0036003600360036,0.011684818982711587,1.0,20.0,21.0,0.32717493159238403,0.0,0.0,2.2823823856765264,3.605231698850961,0
48,4.999999999375,0.00019057418493207738,7.95,7.990638,0.19948228527657455,38.53193731,0.0012959977744421386,5,23,0.21739130433837428,0.5833333333211806,1,4197.840333333334,5256.73,5200.14,1.0108823993198237,0,0.020833333333333332,0.0,1,0.9583333333333334,0.9713570368807187,13.0,15.0,28.0,1.38034947331771,7.834023841678449,0.9974113590130467,9.255110083995733,0.17265767983609717,0
89,2.1785714284936226,0.000627618146118954,19.11,20.921313,0.5019001696795595,334.91370380000006,-0.044627902592128475,11,18,0.6111111110771605,0.3258426966255523,1,2363.4328333333333,1176.07,2502.34,0.4699880911464988,0,0.0,0.0,0,0.7865168539325843,1.0033671913676432,6.0,13.0,19.0,1.4185536155374967,8.427308619963032,1.0934251751047661,8.21050769222242,0.2028123533273518,0
217,0.9908256880643043,0.0005503364749599567,9.890886,9.978991,1.008149890968047,284.0768273000001,0.0005500079555396032,5,1,4.999999995,0.02764976958512604,1,6571.737166666667,19.72,3597.93,0.005480929312130731,0,0.0,0.0,0,0.004608294930875576,0.0,0.0,1.0,1.0,0.0,7.778813517965168,0.9989005888722983,8.193856307088016,0.17286818846246382,0
4,2.9999999969999998,7.982898555739981e-06,4.214028,0.0,0.33324398379712467,13.6225743,0.00013411562011931066,1,3,0.3333333332222222,0.99999999975,0,8351.1855,167023.71,0.0,167023709999999.97,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.557922137972827,0.9997318045821606,12.025897044525145,0.17357397652872836,0
2,0.0,3.3202057929954614e-05,0.0,2.89,0.0,2.91,0.9999999996563573,2,0,1999999999.9999998,0.9999999995,0,1003.9538333333334,0.0,30118.62,0.0,0,0.0,0.0,0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,10.312932065632385,0.6439587811174565,0
8,0.99999999975,7.832377717981925e-05,10.821189,10.821145,0.9999012461412089,44.22908011,4.940071090143682e-05,2,1,1.9999999979999998,0.374999999953125,0,1702.3353333333332,2.45,25532.58,9.595583368386211e-05,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.164552302780303,0.9999012033231726,10.147845675060875,0.17357452761539416,0
225,3.4999999999300004,0.00022955771227803606,6.0,15.0,0.2902165405224929,291.3037979,-0.007817275865980676,29,86,0.33720930232166035,0.5111111111088396,1,16335.761333333334,4560.4,3641.5,1.2523410682407654,0,0.0,0.0,0,1.3555555555555556,0.4413697180072213,45.0,103.0,148.0,1.7654788716881176,8.203845967564424,1.015757733939198,9.01224302926649,0.17867947783023752,0
4,0.9999999995,0.0011792974335539603,2.639041,2.650683,0.9972894755891021,13.52588832,0.001357182579387349,2,1,1.9999999979999998,0.7499999998125,0,56.530833333333334,13.41,1682.52,0.00797018757577445,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.960137825771271,0.9972893135899351,7.436576015120046,0.17183392921448387,0
8,0.99999999975,0.0008004266273924001,0.999861,1.0,0.999613599200309,9.998067196000001,0.00019331776451552086,4,1,3.9999999959999997,0.624999999921875,0,166.57783333333333,2.22,2496.45,0.0008892627531090593,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.35376190004667,0.9996134390000773,7.823914002143526,0.1729070050758692,0
